dataset,version,library,threads,time
./data/NACA0015.mtx,v4,cilk,20,0.037915
./data/belgium_osm.mtx,v4,pthreads,1,0.119030
./data/belgium_osm.mtx,v4,pthreads,2,0.287716
./data/belgium_osm.mtx,v4,pthreads,4,0.281138
./data/belgium_osm.mtx,v4,pthreads,8,0.362870
./data/belgium_osm.mtx,v4,pthreads,16,0.367378
./data/belgium_osm.mtx,v4,pthreads,20,0.371631
./data/com-Youtube.mtx,v4,pthreads,1,5.397080
./data/com-Youtube.mtx,v4,pthreads,2,2.836115
./data/com-Youtube.mtx,v4,pthreads,4,1.486359
./data/com-Youtube.mtx,v4,pthreads,8,0.978904
./data/com-Youtube.mtx,v4,pthreads,16,0.704750
./data/com-Youtube.mtx,v4,pthreads,20,0.687584
./data/mycielskian13.mtx,v4,pthreads,1,1.669393
./data/mycielskian13.mtx,v4,pthreads,2,0.814124
./data/mycielskian13.mtx,v4,pthreads,4,0.425363
./data/mycielskian13.mtx,v4,pthreads,8,0.245977
./data/mycielskian13.mtx,v4,pthreads,16,0.155881
./data/mycielskian13.mtx,v4,pthreads,20,0.130540
./data/dblp-2010.mtx,v4,pthreads,1,0.190735
./data/dblp-2010.mtx,v4,pthreads,2,0.161447
./data/dblp-2010.mtx,v4,pthreads,4,0.132626
./data/dblp-2010.mtx,v4,pthreads,8,0.128610
./data/dblp-2010.mtx,v4,pthreads,16,0.128982
./data/dblp-2010.mtx,v4,pthreads,20,0.127008
./data/NACA0015.mtx,v4,pthreads,1,0.606729
./data/NACA0015.mtx,v4,pthreads,2,0.515178
./data/NACA0015.mtx,v4,pthreads,4,0.401217
./data/NACA0015.mtx,v4,pthreads,8,0.402620
./data/NACA0015.mtx,v4,pthreads,16,0.454813
./data/NACA0015.mtx,v4,pthreads,20,0.453035
./data/belgium_osm.mtx,v4,pthreads,1,0.115896
./data/belgium_osm.mtx,v4,pthreads,2,0.284241
./data/belgium_osm.mtx,v4,pthreads,4,0.292487
./data/belgium_osm.mtx,v4,pthreads,8,0.358584
./data/belgium_osm.mtx,v4,pthreads,16,0.363541
./data/belgium_osm.mtx,v4,pthreads,20,0.365322
./data/com-Youtube.mtx,v4,pthreads,1,5.425704
./data/com-Youtube.mtx,v4,pthreads,2,2.813281
./data/com-Youtube.mtx,v4,pthreads,4,1.531190
./data/com-Youtube.mtx,v4,pthreads,8,0.980951
./data/com-Youtube.mtx,v4,pthreads,16,0.701173
./data/com-Youtube.mtx,v4,pthreads,20,0.695220
./data/mycielskian13.mtx,v4,pthreads,1,1.629813
./data/mycielskian13.mtx,v4,pthreads,2,0.815014
./data/mycielskian13.mtx,v4,pthreads,4,0.423529
./data/mycielskian13.mtx,v4,pthreads,8,0.256471
./data/mycielskian13.mtx,v4,pthreads,16,0.155199
./data/mycielskian13.mtx,v4,pthreads,20,0.130721
./data/dblp-2010.mtx,v4,pthreads,1,0.190197
./data/dblp-2010.mtx,v4,pthreads,2,0.166872
./data/dblp-2010.mtx,v4,pthreads,4,0.133163
./data/dblp-2010.mtx,v4,pthreads,8,0.118080
./data/dblp-2010.mtx,v4,pthreads,16,0.129051
./data/dblp-2010.mtx,v4,pthreads,20,0.128446
./data/NACA0015.mtx,v4,pthreads,1,0.601454
./data/NACA0015.mtx,v4,pthreads,2,0.512469
./data/NACA0015.mtx,v4,pthreads,4,0.403504
./data/NACA0015.mtx,v4,pthreads,8,0.402999
./data/NACA0015.mtx,v4,pthreads,16,0.440911
./data/NACA0015.mtx,v4,pthreads,20,0.449853
./data/belgium_osm.mtx,v4,pthreads,1,0.117441
./data/belgium_osm.mtx,v4,pthreads,2,0.285428
./data/belgium_osm.mtx,v4,pthreads,4,0.280592
./data/belgium_osm.mtx,v4,pthreads,8,0.362407
./data/belgium_osm.mtx,v4,pthreads,16,0.373256
./data/belgium_osm.mtx,v4,pthreads,20,0.370145
./data/com-Youtube.mtx,v4,pthreads,1,5.525408
./data/com-Youtube.mtx,v4,pthreads,2,2.836266
./data/com-Youtube.mtx,v4,pthreads,4,1.488681
./data/com-Youtube.mtx,v4,pthreads,8,0.989307
./data/com-Youtube.mtx,v4,pthreads,16,0.702888
./data/com-Youtube.mtx,v4,pthreads,20,0.695699
./data/mycielskian13.mtx,v4,pthreads,1,1.632023
./data/mycielskian13.mtx,v4,pthreads,2,0.798316
./data/mycielskian13.mtx,v4,pthreads,4,0.438779
./data/mycielskian13.mtx,v4,pthreads,8,0.247042
./data/mycielskian13.mtx,v4,pthreads,16,0.156434
./data/mycielskian13.mtx,v4,pthreads,20,0.132103
./data/dblp-2010.mtx,v4,pthreads,1,0.188613
./data/dblp-2010.mtx,v4,pthreads,2,0.171018
./data/dblp-2010.mtx,v4,pthreads,4,0.128704
./data/dblp-2010.mtx,v4,pthreads,8,0.128592
./data/dblp-2010.mtx,v4,pthreads,16,0.128225
./data/dblp-2010.mtx,v4,pthreads,20,0.128151
./data/NACA0015.mtx,v4,pthreads,1,0.606611
./data/NACA0015.mtx,v4,pthreads,2,0.513610
./data/NACA0015.mtx,v4,pthreads,4,0.430755
./data/NACA0015.mtx,v4,pthreads,8,0.370607
./data/NACA0015.mtx,v4,pthreads,16,0.422574
./data/NACA0015.mtx,v4,pthreads,20,0.458520
./data/belgium_osm.mtx,v4,pthreads,1,0.112136
./data/belgium_osm.mtx,v4,pthreads,2,0.279135
./data/belgium_osm.mtx,v4,pthreads,4,0.253870
./data/belgium_osm.mtx,v4,pthreads,8,0.348260
./data/belgium_osm.mtx,v4,pthreads,16,0.366927
./data/belgium_osm.mtx,v4,pthreads,20,0.368719
./data/com-Youtube.mtx,v4,pthreads,1,5.310871
./data/com-Youtube.mtx,v4,pthreads,2,2.799888
./data/com-Youtube.mtx,v4,pthreads,4,1.539934
./data/com-Youtube.mtx,v4,pthreads,8,0.987540
./data/com-Youtube.mtx,v4,pthreads,16,0.701443
./data/com-Youtube.mtx,v4,pthreads,20,0.699574
./data/mycielskian13.mtx,v4,pthreads,1,1.633202
./data/mycielskian13.mtx,v4,pthreads,2,0.820318
./data/mycielskian13.mtx,v4,pthreads,4,0.428549
./data/mycielskian13.mtx,v4,pthreads,8,0.256666
./data/mycielskian13.mtx,v4,pthreads,16,0.153667
./data/mycielskian13.mtx,v4,pthreads,20,0.129802
./data/dblp-2010.mtx,v4,pthreads,1,0.191275
./data/dblp-2010.mtx,v4,pthreads,2,0.170355
./data/dblp-2010.mtx,v4,pthreads,4,0.137018
./data/dblp-2010.mtx,v4,pthreads,8,0.131991
./data/dblp-2010.mtx,v4,pthreads,16,0.128051
./data/dblp-2010.mtx,v4,pthreads,20,0.127995
./data/NACA0015.mtx,v4,pthreads,1,0.607218
./data/NACA0015.mtx,v4,pthreads,2,0.512589
./data/NACA0015.mtx,v4,pthreads,4,0.407032
./data/NACA0015.mtx,v4,pthreads,8,0.423506
./data/NACA0015.mtx,v4,pthreads,16,0.411739
./data/NACA0015.mtx,v4,pthreads,20,0.461579
./data/belgium_osm.mtx,v4,pthreads,1,0.118923
./data/belgium_osm.mtx,v4,pthreads,2,0.281505
./data/belgium_osm.mtx,v4,pthreads,4,0.263882
./data/belgium_osm.mtx,v4,pthreads,8,0.298177
./data/belgium_osm.mtx,v4,pthreads,16,0.366396
./data/belgium_osm.mtx,v4,pthreads,20,0.372573
./data/com-Youtube.mtx,v4,pthreads,1,5.389228
./data/com-Youtube.mtx,v4,pthreads,2,2.791064
./data/com-Youtube.mtx,v4,pthreads,4,1.526119
./data/com-Youtube.mtx,v4,pthreads,8,0.983044
./data/com-Youtube.mtx,v4,pthreads,16,0.705401
./data/com-Youtube.mtx,v4,pthreads,20,0.697931
./data/mycielskian13.mtx,v4,pthreads,1,1.657779
./data/mycielskian13.mtx,v4,pthreads,2,0.801798
./data/mycielskian13.mtx,v4,pthreads,4,0.436615
./data/mycielskian13.mtx,v4,pthreads,8,0.253017
./data/mycielskian13.mtx,v4,pthreads,16,0.154226
./data/mycielskian13.mtx,v4,pthreads,20,0.130270
./data/dblp-2010.mtx,v4,pthreads,1,0.183711
./data/dblp-2010.mtx,v4,pthreads,2,0.161421
./data/dblp-2010.mtx,v4,pthreads,4,0.119365
./data/dblp-2010.mtx,v4,pthreads,8,0.125930
./data/dblp-2010.mtx,v4,pthreads,16,0.127318
./data/dblp-2010.mtx,v4,pthreads,20,0.128346
./data/NACA0015.mtx,v4,pthreads,1,0.600454
./data/NACA0015.mtx,v4,pthreads,2,0.515024
./data/NACA0015.mtx,v4,pthreads,4,0.416076
./data/NACA0015.mtx,v4,pthreads,8,0.418326
./data/NACA0015.mtx,v4,pthreads,16,0.438846
./data/NACA0015.mtx,v4,pthreads,20,0.453681
