dataset,version,library,threads,time
./data/dblp-2010.mtx,v4,pthreads,20,0.062436
./data/NACA0015.mtx,v4,pthreads,1,0.519644
./data/NACA0015.mtx,v4,pthreads,2,0.304934
./data/NACA0015.mtx,v4,pthreads,4,0.234140
./data/NACA0015.mtx,v4,pthreads,8,0.197704
./data/NACA0015.mtx,v4,pthreads,16,0.194334
./data/NACA0015.mtx,v4,pthreads,20,0.207517
./data/belgium_osm.mtx,v4,pthreads,1,0.072254
./data/belgium_osm.mtx,v4,pthreads,2,0.144883
./data/belgium_osm.mtx,v4,pthreads,4,0.151597
./data/belgium_osm.mtx,v4,pthreads,8,0.182724
./data/belgium_osm.mtx,v4,pthreads,16,0.185066
./data/belgium_osm.mtx,v4,pthreads,20,0.183255
./data/com-Youtube.mtx,v4,pthreads,1,4.343000
./data/com-Youtube.mtx,v4,pthreads,2,2.078261
./data/com-Youtube.mtx,v4,pthreads,4,1.111121
./data/com-Youtube.mtx,v4,pthreads,8,1.045299
./data/com-Youtube.mtx,v4,pthreads,16,0.974994
./data/com-Youtube.mtx,v4,pthreads,20,1.053924
./data/mycielskian13.mtx,v4,pthreads,1,1.101238
./data/mycielskian13.mtx,v4,pthreads,2,0.536304
./data/mycielskian13.mtx,v4,pthreads,4,0.274942
./data/mycielskian13.mtx,v4,pthreads,8,0.249083
./data/mycielskian13.mtx,v4,pthreads,16,0.245517
./data/mycielskian13.mtx,v4,pthreads,20,0.230787
./data/dblp-2010.mtx,v4,pthreads,1,0.111710
./data/dblp-2010.mtx,v4,pthreads,2,0.074821
./data/dblp-2010.mtx,v4,pthreads,4,0.055985
./data/dblp-2010.mtx,v4,pthreads,8,0.058218
./data/dblp-2010.mtx,v4,pthreads,16,0.057762
./data/dblp-2010.mtx,v4,pthreads,20,0.057486
./data/NACA0015.mtx,v4,pthreads,1,0.540629
./data/NACA0015.mtx,v4,pthreads,2,0.351173
./data/NACA0015.mtx,v4,pthreads,4,0.216358
./data/NACA0015.mtx,v4,pthreads,8,0.191991
./data/NACA0015.mtx,v4,pthreads,16,0.195133
./data/NACA0015.mtx,v4,pthreads,20,0.187728
./data/belgium_osm.mtx,v4,pthreads,1,0.062826
./data/belgium_osm.mtx,v4,pthreads,2,0.169394
./data/belgium_osm.mtx,v4,pthreads,4,0.153033
./data/belgium_osm.mtx,v4,pthreads,8,0.186435
./data/belgium_osm.mtx,v4,pthreads,16,0.189135
./data/belgium_osm.mtx,v4,pthreads,20,0.183580
./data/com-Youtube.mtx,v4,pthreads,1,3.957819
./data/com-Youtube.mtx,v4,pthreads,2,2.049958
./data/com-Youtube.mtx,v4,pthreads,4,1.075905
./data/com-Youtube.mtx,v4,pthreads,8,0.945191
./data/com-Youtube.mtx,v4,pthreads,16,0.997722
./data/com-Youtube.mtx,v4,pthreads,20,1.217707
./data/mycielskian13.mtx,v4,pthreads,1,1.124182
./data/mycielskian13.mtx,v4,pthreads,2,0.544063
./data/mycielskian13.mtx,v4,pthreads,4,0.270801
./data/mycielskian13.mtx,v4,pthreads,8,0.233241
./data/mycielskian13.mtx,v4,pthreads,16,0.237997
./data/mycielskian13.mtx,v4,pthreads,20,0.233695
./data/dblp-2010.mtx,v4,pthreads,1,0.110332
./data/dblp-2010.mtx,v4,pthreads,2,0.075323
./data/dblp-2010.mtx,v4,pthreads,4,0.056431
./data/dblp-2010.mtx,v4,pthreads,8,0.057974
./data/dblp-2010.mtx,v4,pthreads,16,0.057623
./data/dblp-2010.mtx,v4,pthreads,20,0.057484
./data/NACA0015.mtx,v4,pthreads,1,0.505247
./data/NACA0015.mtx,v4,pthreads,2,0.325157
./data/NACA0015.mtx,v4,pthreads,4,0.228963
./data/NACA0015.mtx,v4,pthreads,8,0.196155
./data/NACA0015.mtx,v4,pthreads,16,0.198207
./data/NACA0015.mtx,v4,pthreads,20,0.194487
dataset,version,library,threads,time
./data/belgium_osm.mtx,v3,openmp,1,0.041610
./data/belgium_osm.mtx,v4,openmp,1,0.067800
./data/belgium_osm.mtx,v3,openmp,2,0.047685
./data/belgium_osm.mtx,v4,openmp,2,0.068331
./data/belgium_osm.mtx,v3,openmp,4,0.041290
./data/belgium_osm.mtx,v4,openmp,4,0.050116
./data/belgium_osm.mtx,v3,openmp,8,0.032945
./data/belgium_osm.mtx,v4,openmp,8,0.039033
./data/belgium_osm.mtx,v3,openmp,16,0.033003
./data/belgium_osm.mtx,v4,openmp,16,0.038894
./data/belgium_osm.mtx,v3,openmp,20,0.032936
./data/belgium_osm.mtx,v4,openmp,20,0.038620
./data/com-Youtube.mtx,v3,openmp,1,7.042837
./data/com-Youtube.mtx,v4,openmp,1,3.962269
./data/com-Youtube.mtx,v3,openmp,2,3.592025
./data/com-Youtube.mtx,v4,openmp,2,2.058891
./data/com-Youtube.mtx,v3,openmp,4,2.204053
./data/com-Youtube.mtx,v4,openmp,4,1.056962
./data/com-Youtube.mtx,v3,openmp,8,2.058723
./data/com-Youtube.mtx,v4,openmp,8,0.932031
./data/com-Youtube.mtx,v3,openmp,16,2.446450
./data/com-Youtube.mtx,v4,openmp,16,0.965587
./data/com-Youtube.mtx,v3,openmp,20,2.260022
./data/com-Youtube.mtx,v4,openmp,20,0.866717
./data/mycielskian13.mtx,v3,openmp,1,2.338556
./data/mycielskian13.mtx,v4,openmp,1,1.083527
dataset,version,library,threads,time
./data/belgium_osm.mtx,v3,openmp,1,0.039649
./data/belgium_osm.mtx,v4,openmp,1,0.067305
./data/belgium_osm.mtx,v3,openmp,2,0.045827
./data/belgium_osm.mtx,v4,openmp,2,0.069840
./data/belgium_osm.mtx,v3,openmp,4,0.039011
./data/belgium_osm.mtx,v4,openmp,4,0.046156
./data/belgium_osm.mtx,v3,openmp,8,0.032471
./data/belgium_osm.mtx,v4,openmp,8,0.039695
./data/belgium_osm.mtx,v3,openmp,16,0.032408
./data/belgium_osm.mtx,v4,openmp,16,0.038074
./data/belgium_osm.mtx,v3,openmp,20,0.032822
./data/belgium_osm.mtx,v4,openmp,20,0.038745
./data/com-Youtube.mtx,v3,openmp,1,6.962395
./data/com-Youtube.mtx,v4,openmp,1,3.936010
./data/com-Youtube.mtx,v3,openmp,2,3.446088
./data/com-Youtube.mtx,v4,openmp,2,1.987881
./data/com-Youtube.mtx,v3,openmp,4,1.774164
./data/com-Youtube.mtx,v4,openmp,4,1.052189
./data/com-Youtube.mtx,v3,openmp,8,2.000593
./data/com-Youtube.mtx,v4,openmp,8,0.892167
./data/com-Youtube.mtx,v3,openmp,16,2.382483
./data/com-Youtube.mtx,v4,openmp,16,1.008914
./data/com-Youtube.mtx,v3,openmp,20,2.402895
./data/com-Youtube.mtx,v4,openmp,20,1.010915
dataset,version,library,threads,time
./data/belgium_osm.mtx,v3,openmp,1,0.038296
./data/belgium_osm.mtx,v4,openmp,1,0.052014
./data/belgium_osm.mtx,v3,openmp,2,0.044048
./data/belgium_osm.mtx,v4,openmp,2,0.026962
./data/belgium_osm.mtx,v3,openmp,4,0.043592
./data/belgium_osm.mtx,v4,openmp,4,0.014218
./data/belgium_osm.mtx,v3,openmp,8,0.034366
./data/belgium_osm.mtx,v4,openmp,8,0.010036
./data/belgium_osm.mtx,v3,openmp,16,0.032523
./data/belgium_osm.mtx,v4,openmp,16,0.013968
./data/belgium_osm.mtx,v3,openmp,20,0.032449
./data/belgium_osm.mtx,v4,openmp,20,0.014616
./data/com-Youtube.mtx,v3,openmp,1,7.035006
./data/com-Youtube.mtx,v4,openmp,1,3.848709
./data/com-Youtube.mtx,v3,openmp,2,3.493035
./data/com-Youtube.mtx,v4,openmp,2,2.201910
./data/com-Youtube.mtx,v3,openmp,4,1.763965
./data/com-Youtube.mtx,v4,openmp,4,1.271265
./data/com-Youtube.mtx,v3,openmp,8,1.995836
./data/com-Youtube.mtx,v4,openmp,8,1.325255
